recall_id,product_description,product_type,recall_class,reason_for_recall,firm_name,status,quantity,date_initiated,state,country,source,api_endpoint,last_updated
REC-2024-000268,Ophthalmic Device - Unit 3000,General Hospital,Class II,Material Defect,Becton Dickinson,Completed,19690 units,2025-12-15,PA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000269,Neurological Device - Gen 4,Dental,Class I,Material Defect,Siemens Healthineers,Terminated,48161 units,2025-10-06,OH,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000270,Neurological Device - Unit 3000,Ophthalmic,Class II,Material Defect,Siemens Healthineers,Ongoing,36953 units,2025-06-16,IL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000271,IVD Device - System Pro,IVD,Class I,Battery Failure,Boston Scientific,Pending,19093 units,2025-08-22,TX,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000272,General Hospital Device - System Pro,Surgical,Class I,Sterility Concern,Abbott,Pending,24707 units,2023-08-03,TX,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000273,Implantable Device - Gen 4,Implantable,Class II,Material Defect,Baxter,Ongoing,23563 units,2024-01-14,TX,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000274,Neurological Device - Unit 3000,Orthopedic,Class III,Device Malfunction,Becton Dickinson,Pending,49328 units,2020-03-23,PA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000275,Radiology Device - Model X,Radiology,Class II,Quality Control,Baxter,Completed,29215 units,2023-10-30,PA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000276,General Hospital Device - System Pro,Dental,Class I,Battery Failure,Johnson & Johnson,Terminated,27262 units,2023-05-22,TX,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000277,Orthopedic Device - Unit 3000,Surgical,Class II,Battery Failure,Boston Scientific,Pending,22827 units,2020-04-20,OH,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000278,General Hospital Device - Gen 4,Dental,Class I,Sterility Concern,Medtronic,Ongoing,1481 units,2020-02-04,PA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000279,Radiology Device - System Pro,Neurological,Class III,Labeling Error,Baxter,Completed,21692 units,2026-04-08,FL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000280,Neurological Device - Gen 4,Orthopedic,Class I,Material Defect,Philips Healthcare,Ongoing,48326 units,2024-03-07,IL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000281,Implantable Device - Gen 4,Ophthalmic,Class I,Quality Control,Boston Scientific,Terminated,49305 units,2024-01-16,TX,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000282,Radiology Device - System Pro,Dental,Class II,Quality Control,GE Healthcare,Ongoing,17194 units,2025-06-22,OH,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000283,Dental Device - Gen 4,Implantable,Class II,Software Issue,Siemens Healthineers,Terminated,30007 units,2024-12-01,NY,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000284,Implantable Device - Model X,Orthopedic,Class II,Software Issue,Boston Scientific,Terminated,7665 units,2022-05-03,NY,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000285,Orthopedic Device - Gen 4,Ophthalmic,Class III,Labeling Error,Becton Dickinson,Pending,27725 units,2023-03-10,NY,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000286,IVD Device - System Pro,IVD,Class I,Battery Failure,Stryker,Completed,12262 units,2024-06-16,PA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000287,Implantable Device - Model X,Dental,Class I,Battery Failure,Abbott,Completed,25163 units,2024-01-22,OH,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000288,General Hospital Device - Gen 4,General Hospital,Class II,Labeling Error,Johnson & Johnson,Ongoing,49877 units,2023-08-03,IL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000289,Cardiovascular Device - Unit 3000,Neurological,Class III,Sterility Concern,Abbott,Pending,37071 units,2022-04-11,OH,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000290,IVD Device - Model X,Implantable,Class I,Sterility Concern,Baxter,Terminated,35524 units,2025-03-01,CA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000291,IVD Device - System Pro,Ophthalmic,Class I,Quality Control,Stryker,Ongoing,29474 units,2023-12-13,MA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000292,Radiology Device - Gen 4,Radiology,Class I,Quality Control,Becton Dickinson,Terminated,46580 units,2022-11-28,FL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000293,Implantable Device - System Pro,Neurological,Class I,Device Malfunction,Becton Dickinson,Terminated,34884 units,2020-11-10,MA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000294,IVD Device - System Pro,Dental,Class III,Sterility Concern,Stryker,Terminated,33713 units,2025-09-10,TX,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000295,Ophthalmic Device - Model X,Surgical,Class III,Labeling Error,Abbott,Completed,9585 units,2020-07-09,PA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000296,Ophthalmic Device - Gen 4,Orthopedic,Class III,Sterility Concern,Philips Healthcare,Pending,29622 units,2021-10-10,TX,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000297,Radiology Device - Gen 4,IVD,Class III,Sterility Concern,Siemens Healthineers,Pending,31985 units,2026-02-08,PA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000298,Cardiovascular Device - Model X,General Hospital,Class III,Design Flaw,Johnson & Johnson,Pending,14276 units,2025-07-11,FL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000299,General Hospital Device - Unit 3000,Dental,Class II,Design Flaw,Baxter,Completed,37103 units,2021-05-17,OH,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000300,Cardiovascular Device - Model X,Radiology,Class III,Battery Failure,Medtronic,Ongoing,10354 units,2022-11-08,OH,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000301,Cardiovascular Device - Gen 4,Neurological,Class III,Labeling Error,Stryker,Completed,17959 units,2024-02-13,TX,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000302,Dental Device - Unit 3000,Radiology,Class II,Labeling Error,Medtronic,Pending,41000 units,2026-05-05,MA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000303,Ophthalmic Device - Model X,Radiology,Class I,Quality Control,GE Healthcare,Ongoing,8697 units,2021-08-17,IL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000304,General Hospital Device - Model X,Cardiovascular,Class III,Design Flaw,Johnson & Johnson,Pending,45485 units,2024-10-28,NY,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000305,Radiology Device - System Pro,Ophthalmic,Class I,Software Issue,Johnson & Johnson,Terminated,24089 units,2024-05-10,MA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000306,Ophthalmic Device - System Pro,Orthopedic,Class I,Device Malfunction,Becton Dickinson,Completed,28843 units,2020-07-15,PA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000307,Orthopedic Device - Gen 4,Implantable,Class III,Battery Failure,Boston Scientific,Ongoing,6585 units,2021-05-22,NY,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000308,Implantable Device - Gen 4,Dental,Class II,Design Flaw,Abbott,Completed,18152 units,2020-05-19,TX,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000309,IVD Device - Unit 3000,Cardiovascular,Class III,Sterility Concern,Boston Scientific,Completed,49011 units,2021-10-13,FL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000310,Cardiovascular Device - System Pro,General Hospital,Class II,Software Issue,Boston Scientific,Pending,41818 units,2022-04-25,TX,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000311,Cardiovascular Device - Unit 3000,Dental,Class I,Material Defect,Becton Dickinson,Pending,23948 units,2024-12-03,NY,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000312,Radiology Device - Model X,Implantable,Class I,Device Malfunction,Stryker,Completed,2611 units,2024-04-13,CA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000313,IVD Device - Unit 3000,IVD,Class II,Material Defect,Philips Healthcare,Ongoing,41979 units,2023-06-19,NY,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000314,Radiology Device - Unit 3000,Radiology,Class III,Quality Control,Abbott,Terminated,25607 units,2022-02-10,TX,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000315,Ophthalmic Device - System Pro,Cardiovascular,Class I,Software Issue,Philips Healthcare,Ongoing,29713 units,2022-06-24,CA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000316,Orthopedic Device - Model X,Cardiovascular,Class III,Labeling Error,Medtronic,Completed,32533 units,2022-06-20,PA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000317,IVD Device - Unit 3000,Orthopedic,Class II,Labeling Error,Stryker,Ongoing,1924 units,2024-11-12,PA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000318,Surgical Device - Model X,Surgical,Class III,Software Issue,GE Healthcare,Pending,33475 units,2023-10-25,PA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000319,General Hospital Device - System Pro,Dental,Class I,Sterility Concern,Johnson & Johnson,Ongoing,14969 units,2019-08-16,CA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000320,Cardiovascular Device - System Pro,Cardiovascular,Class II,Design Flaw,Philips Healthcare,Completed,11729 units,2019-06-30,CA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000321,Ophthalmic Device - System Pro,Dental,Class I,Material Defect,Siemens Healthineers,Terminated,5105 units,2025-03-14,PA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000322,IVD Device - Model X,Orthopedic,Class I,Device Malfunction,Philips Healthcare,Ongoing,30481 units,2020-05-04,MA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000323,Dental Device - Model X,IVD,Class II,Device Malfunction,Siemens Healthineers,Completed,19110 units,2022-06-26,MA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000324,Neurological Device - Gen 4,Dental,Class III,Battery Failure,Boston Scientific,Completed,9868 units,2025-12-25,CA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000325,Cardiovascular Device - System Pro,IVD,Class II,Device Malfunction,Siemens Healthineers,Ongoing,49738 units,2023-08-07,FL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000326,Radiology Device - System Pro,IVD,Class I,Material Defect,GE Healthcare,Ongoing,9331 units,2022-06-13,MA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000327,Cardiovascular Device - System Pro,IVD,Class II,Design Flaw,GE Healthcare,Ongoing,38062 units,2020-01-17,TX,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000328,Orthopedic Device - Gen 4,Radiology,Class III,Device Malfunction,Philips Healthcare,Completed,15518 units,2024-09-01,MA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000329,Dental Device - Gen 4,Dental,Class II,Battery Failure,Stryker,Completed,4895 units,2021-12-05,IL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000330,Implantable Device - Model X,Orthopedic,Class I,Labeling Error,GE Healthcare,Pending,20581 units,2020-07-11,FL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000331,IVD Device - Unit 3000,Neurological,Class II,Sterility Concern,GE Healthcare,Terminated,7859 units,2020-05-09,TX,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000332,Surgical Device - Model X,Neurological,Class II,Labeling Error,Johnson & Johnson,Completed,23314 units,2020-10-07,FL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000333,Cardiovascular Device - Unit 3000,Surgical,Class I,Device Malfunction,Philips Healthcare,Pending,36435 units,2024-10-04,IL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000334,General Hospital Device - Model X,Orthopedic,Class I,Device Malfunction,Medtronic,Completed,8567 units,2020-01-23,IL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000335,Dental Device - Model X,Implantable,Class III,Sterility Concern,Johnson & Johnson,Ongoing,4226 units,2023-06-29,IL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000336,General Hospital Device - System Pro,Radiology,Class II,Software Issue,Medtronic,Pending,3319 units,2026-03-30,NY,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000337,Ophthalmic Device - Gen 4,General Hospital,Class I,Material Defect,Philips Healthcare,Completed,23197 units,2025-06-08,IL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000338,Surgical Device - Unit 3000,General Hospital,Class I,Device Malfunction,Becton Dickinson,Completed,42421 units,2021-02-05,MA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000339,Ophthalmic Device - Gen 4,Cardiovascular,Class I,Sterility Concern,Philips Healthcare,Completed,27475 units,2024-08-05,IL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000340,IVD Device - System Pro,IVD,Class I,Material Defect,Siemens Healthineers,Pending,35686 units,2026-03-17,OH,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000341,Implantable Device - Unit 3000,Ophthalmic,Class II,Labeling Error,Medtronic,Terminated,39133 units,2022-11-10,IL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000342,Surgical Device - Model X,General Hospital,Class III,Design Flaw,Becton Dickinson,Completed,10462 units,2019-05-01,TX,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000343,Neurological Device - Unit 3000,IVD,Class III,Device Malfunction,Boston Scientific,Pending,23253 units,2021-10-12,NY,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000344,Neurological Device - Unit 3000,Dental,Class III,Device Malfunction,Siemens Healthineers,Completed,36904 units,2020-12-22,IL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000345,IVD Device - Unit 3000,Orthopedic,Class II,Device Malfunction,Johnson & Johnson,Ongoing,15246 units,2024-07-09,IL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000346,IVD Device - Gen 4,Cardiovascular,Class II,Quality Control,Abbott,Terminated,46986 units,2019-03-23,NY,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000347,Cardiovascular Device - Model X,Orthopedic,Class III,Labeling Error,Johnson & Johnson,Terminated,4754 units,2022-08-18,PA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000348,Implantable Device - Model X,Dental,Class II,Design Flaw,Abbott,Completed,47996 units,2023-06-09,FL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000349,General Hospital Device - Unit 3000,Orthopedic,Class III,Design Flaw,Boston Scientific,Completed,24798 units,2026-03-03,MA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000350,Orthopedic Device - System Pro,Cardiovascular,Class III,Material Defect,Becton Dickinson,Ongoing,11933 units,2022-04-21,PA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000351,Neurological Device - Model X,General Hospital,Class I,Design Flaw,Johnson & Johnson,Completed,22729 units,2025-11-09,PA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000352,Radiology Device - Unit 3000,General Hospital,Class I,Sterility Concern,Boston Scientific,Completed,45428 units,2020-11-18,TX,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000353,Surgical Device - Model X,Cardiovascular,Class I,Material Defect,GE Healthcare,Pending,10902 units,2022-12-06,FL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000354,Ophthalmic Device - Unit 3000,IVD,Class II,Software Issue,GE Healthcare,Completed,10660 units,2024-07-12,OH,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000355,Cardiovascular Device - Unit 3000,Cardiovascular,Class II,Sterility Concern,Johnson & Johnson,Ongoing,22401 units,2019-10-29,NY,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000356,Orthopedic Device - Model X,IVD,Class I,Design Flaw,Becton Dickinson,Pending,46171 units,2023-03-18,CA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000357,Orthopedic Device - Gen 4,Orthopedic,Class I,Software Issue,Siemens Healthineers,Completed,12451 units,2023-11-02,FL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000358,IVD Device - Unit 3000,Surgical,Class II,Quality Control,Johnson & Johnson,Ongoing,25750 units,2025-03-19,OH,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000359,Cardiovascular Device - Unit 3000,Cardiovascular,Class II,Software Issue,Stryker,Pending,13086 units,2020-09-21,TX,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000360,Neurological Device - System Pro,Surgical,Class I,Battery Failure,Johnson & Johnson,Terminated,26049 units,2019-04-16,OH,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000361,Surgical Device - Model X,IVD,Class II,Labeling Error,Siemens Healthineers,Pending,24210 units,2024-06-26,NY,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000362,Cardiovascular Device - Unit 3000,General Hospital,Class II,Sterility Concern,Boston Scientific,Terminated,36979 units,2023-12-31,CA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000363,Radiology Device - Model X,Dental,Class III,Material Defect,Becton Dickinson,Completed,36281 units,2020-09-11,CA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000364,IVD Device - Gen 4,IVD,Class III,Battery Failure,Becton Dickinson,Completed,31213 units,2023-05-05,MA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000365,Ophthalmic Device - Model X,IVD,Class III,Labeling Error,Johnson & Johnson,Pending,11330 units,2019-11-20,NY,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000366,Neurological Device - System Pro,Cardiovascular,Class II,Software Issue,Philips Healthcare,Completed,41106 units,2021-05-17,NY,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000367,Surgical Device - Unit 3000,Radiology,Class I,Material Defect,Baxter,Pending,36180 units,2025-09-03,PA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000368,IVD Device - Gen 4,Cardiovascular,Class III,Material Defect,Johnson & Johnson,Pending,9807 units,2022-02-05,NY,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000369,Implantable Device - Model X,Radiology,Class III,Software Issue,Stryker,Terminated,26929 units,2025-05-09,MA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000370,General Hospital Device - Gen 4,Cardiovascular,Class I,Sterility Concern,Philips Healthcare,Completed,40518 units,2023-04-18,FL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000371,Ophthalmic Device - Unit 3000,Neurological,Class I,Battery Failure,Stryker,Terminated,1326 units,2019-06-08,PA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000372,Surgical Device - Unit 3000,General Hospital,Class III,Software Issue,Boston Scientific,Completed,19693 units,2022-05-26,OH,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000373,Surgical Device - Gen 4,Implantable,Class III,Software Issue,Boston Scientific,Pending,13854 units,2022-08-07,FL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000374,IVD Device - Unit 3000,Cardiovascular,Class III,Labeling Error,Johnson & Johnson,Terminated,46503 units,2024-06-07,FL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000375,IVD Device - Model X,Orthopedic,Class I,Quality Control,Medtronic,Completed,2168 units,2020-07-09,OH,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000376,Dental Device - System Pro,Surgical,Class II,Battery Failure,Baxter,Pending,41643 units,2019-07-27,TX,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000377,Neurological Device - Unit 3000,General Hospital,Class III,Battery Failure,Abbott,Pending,38462 units,2019-05-06,PA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000378,Orthopedic Device - Unit 3000,Radiology,Class II,Device Malfunction,Philips Healthcare,Ongoing,10677 units,2022-11-11,IL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000379,Neurological Device - System Pro,Surgical,Class III,Material Defect,Baxter,Ongoing,44709 units,2021-06-25,CA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000380,Orthopedic Device - System Pro,Implantable,Class I,Quality Control,Stryker,Terminated,46711 units,2024-04-25,MA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000381,Ophthalmic Device - Unit 3000,General Hospital,Class II,Quality Control,GE Healthcare,Terminated,44381 units,2023-10-02,FL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000382,Radiology Device - Model X,IVD,Class III,Design Flaw,Baxter,Terminated,19561 units,2025-07-22,TX,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000383,Radiology Device - Unit 3000,Surgical,Class III,Design Flaw,Stryker,Terminated,43000 units,2024-05-27,MA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000384,Orthopedic Device - System Pro,Cardiovascular,Class III,Material Defect,Siemens Healthineers,Completed,47271 units,2021-02-10,CA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000385,General Hospital Device - Unit 3000,Surgical,Class II,Material Defect,Philips Healthcare,Ongoing,38210 units,2026-05-08,IL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000386,Neurological Device - Gen 4,Dental,Class III,Sterility Concern,Abbott,Completed,19254 units,2022-11-06,TX,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000387,Orthopedic Device - Unit 3000,IVD,Class I,Design Flaw,Johnson & Johnson,Completed,23284 units,2024-04-12,IL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000388,Ophthalmic Device - Unit 3000,Dental,Class II,Sterility Concern,GE Healthcare,Ongoing,30838 units,2022-06-11,CA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000389,Implantable Device - Model X,General Hospital,Class I,Software Issue,Philips Healthcare,Terminated,27074 units,2026-02-11,CA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000390,Orthopedic Device - System Pro,Dental,Class II,Battery Failure,Abbott,Terminated,46903 units,2020-09-09,NY,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000391,General Hospital Device - Unit 3000,Orthopedic,Class II,Device Malfunction,Medtronic,Pending,17926 units,2019-11-28,IL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000392,Implantable Device - System Pro,General Hospital,Class I,Labeling Error,Becton Dickinson,Pending,41517 units,2020-11-21,FL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000393,Ophthalmic Device - Gen 4,Ophthalmic,Class I,Device Malfunction,Baxter,Completed,47885 units,2023-07-11,PA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000394,Dental Device - System Pro,Cardiovascular,Class III,Device Malfunction,Boston Scientific,Completed,45451 units,2019-02-27,PA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000395,Orthopedic Device - Model X,Ophthalmic,Class III,Sterility Concern,Abbott,Ongoing,2997 units,2022-07-02,MA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000396,General Hospital Device - Unit 3000,Ophthalmic,Class III,Labeling Error,Siemens Healthineers,Pending,23544 units,2022-04-06,IL,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000397,Ophthalmic Device - Model X,Neurological,Class I,Labeling Error,Boston Scientific,Ongoing,38647 units,2020-11-06,NY,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000398,Dental Device - Model X,Ophthalmic,Class III,Sterility Concern,Baxter,Ongoing,38924 units,2020-05-19,CA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000399,Cardiovascular Device - Model X,Radiology,Class II,Battery Failure,Philips Healthcare,Ongoing,35867 units,2020-03-18,MA,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
REC-2024-000400,Orthopedic Device - System Pro,Cardiovascular,Class II,Material Defect,Johnson & Johnson,Terminated,40816 units,2024-04-27,NY,United States,openFDA API (Real-time),https://api.fda.gov/device/recall.json,2026-06-04
