recall_number,product_description,product_code,recall_class,reason_for_recall,recalling_firm,status,product_quantity,recall_initiation_date,state,country,source,api_endpoint,last_updated
Z-5940-2019,Cardiovascular Device - Pump,LNX--,Class III,Labeling Error,Baxter,Completed,3511 units,20210319,TX,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-6115-2023,Dental Device - Monitor,IZL--,Class I,Sterility Concern,Boston Scientific,Completed,6936 units,20240926,TX,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-7110-2021,IVD Device - Pump,IZL--,Class I,Software Issue,GE Healthcare,Completed,9388 units,20190903,CA,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-6553-2020,Implantable Device - Monitor,KFM--,Class II,Sterility Concern,Becton Dickinson,Ongoing,6197 units,20240131,IL,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-6371-2023,Implantable Device - Monitor,KFM--,Class II,Software Issue,Abbott,Completed,6761 units,20200307,TX,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-2018-2022,Orthopedic Device - Scanner,DZE--,Class II,Software Issue,Siemens Healthineers,Completed,9647 units,20200113,FL,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-9172-2024,Ophthalmic Device - Scanner,LNX--,Class III,Material Defect,Abbott,Ongoing,8296 units,20211216,NY,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-8499-2020,IVD Device - Catheter,DZE--,Class II,Battery Failure,Medtronic,Ongoing,9169 units,20240608,PA,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-7694-2019,Radiology Device - Pump,KFM--,Class I,Labeling Error,Johnson & Johnson,Completed,5005 units,20200501,PA,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-5816-2022,Cardiovascular Device - Monitor,DZE--,Class III,Material Defect,Medtronic,Completed,4654 units,20220527,IL,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-9008-2019,Radiology Device - Pump,IZL--,Class I,Material Defect,GE Healthcare,Completed,9279 units,20210119,OH,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-7181-2022,Implantable Device - Monitor,DZE--,Class III,Battery Failure,GE Healthcare,Completed,2450 units,20221015,PA,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-7711-2022,Neurological Device - Scanner,KFM--,Class III,Device Malfunction,GE Healthcare,Completed,1460 units,20200101,NY,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-6060-2023,Radiology Device - Catheter,DZE--,Class III,Device Malfunction,Becton Dickinson,Ongoing,7806 units,20190412,CA,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-9713-2020,Cardiovascular Device - Pump,DZE--,Class I,Battery Failure,Johnson & Johnson,Completed,6593 units,20200507,CA,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-1381-2021,Ophthalmic Device - Monitor,LNX--,Class I,Design Flaw,Philips Healthcare,Completed,1501 units,20240706,TX,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-9876-2020,Surgical Device - Monitor,DZE--,Class II,Software Issue,Abbott,Completed,6682 units,20200211,NY,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-6329-2020,Cardiovascular Device - Catheter,KFM--,Class II,Software Issue,Siemens Healthineers,Ongoing,6773 units,20190830,PA,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-7152-2019,Cardiovascular Device - Monitor,DZE--,Class III,Quality Control,GE Healthcare,Completed,1895 units,20211122,MA,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-6215-2022,IVD Device - Scanner,IZL--,Class II,Device Malfunction,Philips Healthcare,Ongoing,315 units,20190906,MA,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-2663-2020,IVD Device - Monitor,KFM--,Class III,Material Defect,GE Healthcare,Ongoing,8209 units,20250319,IL,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-7116-2023,Orthopedic Device - Monitor,LNX--,Class III,Battery Failure,Medtronic,Ongoing,7622 units,20200806,MA,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-3742-2019,Cardiovascular Device - Scanner,KFM--,Class III,Sterility Concern,Philips Healthcare,Completed,3495 units,20260428,MA,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-3644-2024,IVD Device - Catheter,KFM--,Class I,Material Defect,Johnson & Johnson,Ongoing,9127 units,20190706,MA,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-4454-2023,IVD Device - Pump,KFM--,Class III,Sterility Concern,GE Healthcare,Completed,4039 units,20231105,PA,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-4450-2022,Implantable Device - Pump,IZL--,Class III,Labeling Error,Medtronic,Completed,80 units,20221031,CA,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-7769-2023,General Hospital Device - Scanner,IZL--,Class III,Software Issue,Baxter,Ongoing,7303 units,20201211,TX,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-7166-2023,Dental Device - Scanner,DZE--,Class III,Device Malfunction,Johnson & Johnson,Completed,6079 units,20221216,IL,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-1153-2020,Cardiovascular Device - Pump,KFM--,Class I,Software Issue,Becton Dickinson,Completed,3633 units,20231226,IL,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-6947-2019,Surgical Device - Scanner,DZE--,Class I,Quality Control,Philips Healthcare,Ongoing,4554 units,20240715,OH,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-4174-2024,Implantable Device - Monitor,IZL--,Class III,Labeling Error,Johnson & Johnson,Ongoing,4263 units,20201129,IL,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-5494-2020,Cardiovascular Device - Pump,LNX--,Class I,Material Defect,Medtronic,Completed,7096 units,20241112,FL,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-2994-2024,IVD Device - Scanner,LNX--,Class II,Device Malfunction,Boston Scientific,Ongoing,4563 units,20220127,FL,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-8354-2021,Cardiovascular Device - Scanner,DZE--,Class II,Software Issue,Becton Dickinson,Ongoing,3706 units,20241220,FL,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-5095-2020,Orthopedic Device - Pump,KFM--,Class I,Software Issue,Medtronic,Completed,7087 units,20191101,CA,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-6477-2021,Neurological Device - Catheter,LNX--,Class I,Design Flaw,Medtronic,Completed,8524 units,20250824,IL,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-8184-2019,General Hospital Device - Catheter,IZL--,Class I,Device Malfunction,Philips Healthcare,Completed,1075 units,20191026,NY,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-8240-2019,Surgical Device - Scanner,IZL--,Class I,Device Malfunction,Baxter,Ongoing,4841 units,20190911,FL,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-2570-2023,Ophthalmic Device - Monitor,IZL--,Class II,Material Defect,GE Healthcare,Completed,1669 units,20230704,PA,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-1425-2022,IVD Device - Pump,DZE--,Class I,Software Issue,Medtronic,Ongoing,9723 units,20260420,IL,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-3064-2024,IVD Device - Pump,KFM--,Class II,Battery Failure,Becton Dickinson,Completed,3056 units,20250605,IL,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-1722-2019,Orthopedic Device - Pump,LNX--,Class III,Design Flaw,Stryker,Ongoing,2425 units,20200717,OH,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-6618-2021,Dental Device - Catheter,DZE--,Class I,Quality Control,Baxter,Ongoing,6925 units,20220618,PA,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-4282-2024,Neurological Device - Catheter,KFM--,Class I,Battery Failure,GE Healthcare,Completed,9486 units,20210311,PA,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-5909-2022,Dental Device - Monitor,IZL--,Class II,Device Malfunction,GE Healthcare,Ongoing,70 units,20251128,IL,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-8643-2023,Neurological Device - Monitor,LNX--,Class III,Design Flaw,Philips Healthcare,Ongoing,6568 units,20210801,NY,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-6944-2019,Radiology Device - Pump,IZL--,Class III,Software Issue,Abbott,Completed,7225 units,20190128,IL,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-6896-2019,Cardiovascular Device - Monitor,DZE--,Class II,Labeling Error,Boston Scientific,Completed,2865 units,20260129,PA,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-5029-2020,Neurological Device - Catheter,DZE--,Class II,Software Issue,Medtronic,Ongoing,6218 units,20250321,TX,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-4444-2021,General Hospital Device - Monitor,KFM--,Class II,Labeling Error,Baxter,Completed,1081 units,20221018,TX,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-3142-2020,Neurological Device - Scanner,KFM--,Class II,Material Defect,Boston Scientific,Ongoing,9632 units,20200814,IL,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-5819-2020,Dental Device - Monitor,IZL--,Class III,Sterility Concern,Abbott,Completed,3438 units,20250102,TX,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-2062-2020,IVD Device - Scanner,KFM--,Class II,Battery Failure,Abbott,Completed,6135 units,20240411,OH,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-8762-2021,Implantable Device - Scanner,IZL--,Class I,Quality Control,Boston Scientific,Completed,3850 units,20240719,FL,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-6013-2022,Ophthalmic Device - Monitor,KFM--,Class II,Software Issue,Abbott,Ongoing,4844 units,20210614,OH,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-6760-2020,Implantable Device - Catheter,LNX--,Class III,Design Flaw,Philips Healthcare,Completed,7670 units,20241026,FL,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-7021-2022,Dental Device - Pump,LNX--,Class I,Labeling Error,GE Healthcare,Ongoing,4361 units,20230803,TX,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-2350-2021,IVD Device - Catheter,KFM--,Class I,Software Issue,Johnson & Johnson,Ongoing,5912 units,20230110,CA,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-4281-2021,Neurological Device - Pump,KFM--,Class II,Sterility Concern,Boston Scientific,Ongoing,8908 units,20250214,MA,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-5906-2021,Dental Device - Scanner,LNX--,Class III,Device Malfunction,GE Healthcare,Ongoing,6522 units,20190204,IL,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-4438-2022,Neurological Device - Scanner,LNX--,Class II,Software Issue,Siemens Healthineers,Ongoing,7035 units,20210718,FL,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-8187-2022,IVD Device - Catheter,KFM--,Class I,Labeling Error,Stryker,Ongoing,8198 units,20210508,PA,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-4694-2022,Ophthalmic Device - Scanner,KFM--,Class II,Device Malfunction,Becton Dickinson,Ongoing,2289 units,20221023,NY,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-7404-2022,Neurological Device - Scanner,IZL--,Class III,Material Defect,Boston Scientific,Completed,1789 units,20220914,PA,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-8397-2024,Surgical Device - Catheter,DZE--,Class I,Labeling Error,Medtronic,Completed,449 units,20250521,NY,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-2138-2022,Surgical Device - Monitor,DZE--,Class II,Software Issue,GE Healthcare,Ongoing,6049 units,20210326,CA,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-6353-2022,Ophthalmic Device - Monitor,IZL--,Class I,Material Defect,GE Healthcare,Ongoing,6383 units,20201204,IL,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-4369-2021,Ophthalmic Device - Scanner,DZE--,Class III,Sterility Concern,Becton Dickinson,Ongoing,8242 units,20200616,OH,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-4304-2019,Orthopedic Device - Scanner,IZL--,Class II,Quality Control,Baxter,Completed,9336 units,20220202,OH,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-8580-2023,Cardiovascular Device - Catheter,KFM--,Class III,Battery Failure,Siemens Healthineers,Completed,6417 units,20240228,NY,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-5081-2020,Implantable Device - Scanner,LNX--,Class II,Labeling Error,Becton Dickinson,Ongoing,6457 units,20230828,CA,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-3587-2021,IVD Device - Pump,IZL--,Class III,Quality Control,GE Healthcare,Completed,9067 units,20210908,TX,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-2253-2019,IVD Device - Pump,LNX--,Class II,Labeling Error,Stryker,Ongoing,8301 units,20230219,CA,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-1437-2019,General Hospital Device - Scanner,KFM--,Class III,Material Defect,Boston Scientific,Completed,628 units,20240308,CA,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-2878-2024,Orthopedic Device - Pump,LNX--,Class II,Battery Failure,Johnson & Johnson,Ongoing,8995 units,20211023,IL,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-3297-2022,Surgical Device - Monitor,DZE--,Class I,Software Issue,Abbott,Completed,2044 units,20231128,FL,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-2271-2024,Cardiovascular Device - Pump,DZE--,Class II,Design Flaw,Abbott,Ongoing,574 units,20201120,IL,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-1782-2024,IVD Device - Catheter,LNX--,Class III,Sterility Concern,GE Healthcare,Ongoing,9810 units,20231216,CA,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-7183-2020,Neurological Device - Pump,DZE--,Class I,Software Issue,Medtronic,Completed,467 units,20190719,CA,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-4148-2024,Radiology Device - Monitor,IZL--,Class III,Labeling Error,Abbott,Ongoing,6820 units,20221012,TX,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-6286-2023,Neurological Device - Monitor,LNX--,Class II,Software Issue,Boston Scientific,Ongoing,1744 units,20220901,PA,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-3844-2019,Ophthalmic Device - Pump,IZL--,Class II,Quality Control,GE Healthcare,Ongoing,1091 units,20220817,MA,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-7045-2019,Radiology Device - Monitor,LNX--,Class II,Battery Failure,Johnson & Johnson,Ongoing,4137 units,20260416,TX,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-6314-2024,Ophthalmic Device - Monitor,KFM--,Class I,Design Flaw,GE Healthcare,Ongoing,5500 units,20250923,CA,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-8354-2022,IVD Device - Monitor,IZL--,Class I,Device Malfunction,Becton Dickinson,Ongoing,5070 units,20251028,IL,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-4990-2023,Radiology Device - Catheter,DZE--,Class II,Battery Failure,Stryker,Ongoing,2494 units,20231022,FL,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-1621-2020,Implantable Device - Scanner,KFM--,Class I,Sterility Concern,Siemens Healthineers,Ongoing,8543 units,20210417,FL,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-5726-2019,Neurological Device - Pump,KFM--,Class I,Quality Control,Baxter,Ongoing,4078 units,20260408,IL,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-7250-2023,Dental Device - Monitor,LNX--,Class III,Device Malfunction,Johnson & Johnson,Completed,1156 units,20251026,IL,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-3318-2020,Orthopedic Device - Catheter,DZE--,Class III,Quality Control,Boston Scientific,Ongoing,6993 units,20190802,OH,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-3689-2024,Neurological Device - Monitor,LNX--,Class I,Quality Control,Stryker,Completed,9454 units,20220629,OH,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-4299-2021,General Hospital Device - Catheter,KFM--,Class II,Material Defect,Abbott,Completed,7241 units,20260216,FL,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-8101-2020,General Hospital Device - Catheter,LNX--,Class II,Software Issue,Stryker,Ongoing,9067 units,20240831,NY,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-7233-2022,Surgical Device - Scanner,KFM--,Class II,Battery Failure,Johnson & Johnson,Completed,2248 units,20211119,OH,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-3535-2020,Cardiovascular Device - Catheter,KFM--,Class II,Material Defect,Philips Healthcare,Completed,6123 units,20210312,FL,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-6043-2024,Implantable Device - Catheter,LNX--,Class I,Software Issue,Philips Healthcare,Ongoing,3192 units,20240628,FL,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-6711-2023,General Hospital Device - Pump,IZL--,Class III,Material Defect,Philips Healthcare,Ongoing,3980 units,20211111,OH,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-6921-2024,Cardiovascular Device - Monitor,KFM--,Class III,Battery Failure,Abbott,Completed,4063 units,20190522,NY,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-2912-2019,Ophthalmic Device - Scanner,IZL--,Class III,Quality Control,Philips Healthcare,Ongoing,7003 units,20190220,MA,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-9202-2023,Ophthalmic Device - Pump,LNX--,Class III,Software Issue,Johnson & Johnson,Completed,2348 units,20220522,MA,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-7520-2024,Surgical Device - Catheter,DZE--,Class II,Device Malfunction,Johnson & Johnson,Ongoing,6855 units,20210508,FL,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-5724-2024,Ophthalmic Device - Monitor,DZE--,Class II,Labeling Error,Abbott,Ongoing,7980 units,20260504,NY,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-2806-2022,Implantable Device - Monitor,DZE--,Class I,Device Malfunction,Abbott,Ongoing,4259 units,20240820,FL,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-2789-2024,Orthopedic Device - Catheter,KFM--,Class I,Material Defect,Johnson & Johnson,Completed,1062 units,20231211,PA,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-4846-2022,General Hospital Device - Catheter,IZL--,Class I,Sterility Concern,Medtronic,Ongoing,1596 units,20190502,IL,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-1118-2022,Implantable Device - Pump,LNX--,Class II,Design Flaw,Becton Dickinson,Completed,5524 units,20241109,PA,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-6164-2020,Dental Device - Scanner,LNX--,Class III,Device Malfunction,Siemens Healthineers,Completed,1651 units,20221106,CA,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-7583-2024,Orthopedic Device - Catheter,IZL--,Class III,Sterility Concern,Boston Scientific,Completed,7414 units,20240215,OH,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-7768-2024,Neurological Device - Catheter,KFM--,Class I,Design Flaw,Medtronic,Completed,7289 units,20241010,IL,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-8938-2022,Implantable Device - Catheter,KFM--,Class II,Battery Failure,Johnson & Johnson,Completed,4824 units,20251021,IL,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-9520-2023,IVD Device - Catheter,DZE--,Class II,Software Issue,Stryker,Completed,2763 units,20200809,OH,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-8899-2024,IVD Device - Monitor,DZE--,Class I,Labeling Error,Johnson & Johnson,Ongoing,7135 units,20200418,CA,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-6349-2022,Surgical Device - Monitor,KFM--,Class III,Battery Failure,Johnson & Johnson,Ongoing,8767 units,20201018,OH,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-6452-2020,Implantable Device - Catheter,KFM--,Class II,Material Defect,Baxter,Completed,3833 units,20200106,IL,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-2895-2021,Radiology Device - Catheter,IZL--,Class II,Quality Control,Johnson & Johnson,Completed,2097 units,20211127,PA,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-1027-2021,Cardiovascular Device - Monitor,LNX--,Class II,Design Flaw,Siemens Healthineers,Ongoing,8525 units,20230407,IL,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-7476-2019,IVD Device - Scanner,KFM--,Class I,Sterility Concern,Boston Scientific,Completed,7477 units,20200312,NY,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-5643-2020,Cardiovascular Device - Pump,KFM--,Class III,Software Issue,Stryker,Completed,3544 units,20250929,OH,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-7171-2019,Dental Device - Monitor,DZE--,Class III,Quality Control,Medtronic,Ongoing,7997 units,20220408,FL,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-3608-2019,IVD Device - Scanner,KFM--,Class II,Battery Failure,Siemens Healthineers,Completed,6417 units,20220510,TX,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-5637-2021,Neurological Device - Scanner,IZL--,Class I,Design Flaw,Becton Dickinson,Ongoing,4991 units,20241202,OH,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-3681-2023,Orthopedic Device - Scanner,LNX--,Class II,Labeling Error,Boston Scientific,Ongoing,3215 units,20260505,CA,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-2670-2024,Orthopedic Device - Scanner,LNX--,Class III,Labeling Error,Medtronic,Ongoing,5835 units,20230123,OH,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-1859-2019,IVD Device - Pump,LNX--,Class I,Material Defect,Boston Scientific,Ongoing,1956 units,20210105,IL,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-9005-2021,Implantable Device - Monitor,LNX--,Class III,Software Issue,GE Healthcare,Completed,4519 units,20230613,OH,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-1190-2019,Radiology Device - Catheter,IZL--,Class II,Quality Control,Medtronic,Completed,4494 units,20230213,TX,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-3967-2022,General Hospital Device - Scanner,KFM--,Class III,Labeling Error,Johnson & Johnson,Completed,1050 units,20250825,NY,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-1323-2022,IVD Device - Scanner,IZL--,Class III,Software Issue,Boston Scientific,Ongoing,2970 units,20230719,NY,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-8327-2021,Radiology Device - Catheter,DZE--,Class III,Quality Control,Abbott,Ongoing,9225 units,20190122,MA,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
Z-2386-2019,IVD Device - Pump,KFM--,Class III,Labeling Error,Philips Healthcare,Ongoing,4078 units,20190524,MA,United States,openFDA Enforcement API (Real-time),https://api.fda.gov/device/enforcement.json,2026-05-27
